x,y,z
3.42073,2.95815,97.0446
3.43005,2.95453,97.0409
3.43938,2.95091,97.0373
3.4487,2.9473,97.0336
3.45802,2.94368,97.03
3.46735,2.94006,97.0264
3.47667,2.93645,97.0227
3.48599,2.93283,97.0191
3.49531,2.92921,97.0154
3.50464,2.92559,97.0118
3.51396,2.92198,97.0082
3.52328,2.91836,97.0045
3.53261,2.91474,97.0009
3.54193,2.91113,96.9972
3.55125,2.90751,96.9936
3.56058,2.90389,96.99
3.5699,2.90028,96.9863
3.57922,2.89666,96.9827
3.58854,2.89304,96.979
3.59787,2.88942,96.9754
3.60719,2.88581,96.9718
3.61651,2.88219,96.9681
3.62584,2.87857,96.9645
3.63516,2.87496,96.9608
3.64448,2.87134,96.9572
3.6538,2.86772,96.9536
3.66313,2.86411,96.9499
3.67245,2.86049,96.9463
3.68177,2.85687,96.9426
3.6911,2.85325,96.939
3.70042,2.84964,96.9354
3.70974,2.84602,96.9317
3.71906,2.8424,96.9281
3.72839,2.83879,96.9245
3.73771,2.83517,96.9208
3.74703,2.83155,96.9172
3.75636,2.82793,96.9135
3.76568,2.82432,96.9099
3.775,2.8207,96.9062
3.78433,2.81708,96.9026
3.79365,2.81347,96.899
3.80297,2.80985,96.8953
3.81229,2.80623,96.8917
3.82162,2.80262,96.8881
3.83094,2.799,96.8844
3.84026,2.79538,96.8808
3.84959,2.79176,96.8771
3.85891,2.78815,96.8735
3.86823,2.78453,96.8699
3.87755,2.78091,96.8662
3.88688,2.7773,96.8626
3.8962,2.77368,96.8589
3.90552,2.77006,96.8553
3.91485,2.76645,96.8517
3.92417,2.76283,96.848
3.93349,2.75921,96.8444
3.94282,2.75559,96.8407
3.95214,2.75198,96.8371
3.96146,2.74836,96.8335
3.97078,2.74474,96.8298
3.98011,2.74113,96.8262
3.98943,2.73751,96.8225
3.99875,2.73389,96.8189
4.00808,2.73027,96.8153
4.0174,2.72666,96.8116
4.02672,2.72304,96.808
4.03604,2.71942,96.8043
4.04537,2.71581,96.8007
4.05469,2.71219,96.7971
4.06401,2.70857,96.7934
4.07334,2.70496,96.7898
4.08266,2.70134,96.7861
4.09198,2.69772,96.7825
4.10131,2.6941,96.7789
4.11063,2.69049,96.7752
4.11995,2.68687,96.7716
4.12927,2.68325,96.7679
4.1386,2.67964,96.7643
4.14792,2.67602,96.7607
4.15724,2.6724,96.757
4.16656,2.66879,96.7534
4.17589,2.66517,96.7497
4.18521,2.66155,96.7461
4.19453,2.65793,96.7425
4.20386,2.65432,96.7388
4.21318,2.6507,96.7352
4.2225,2.64708,96.7315
4.23183,2.64347,96.7279
4.24115,2.63985,96.7243
4.25047,2.63623,96.7206
4.25979,2.63261,96.717
